Gene	A6-3807-01A-22	A6-3808-01A-22	A6-3810-01A-22	AA-3518-01A-11	AA-3525-01A-12	AA-3526-01A-11	AA-3529-01A-12	AA-3531-01A-22	AA-3534-01A-22	AA-3552-01A-22	AA-3554-01A-22	AA-3558-01A-22	AA-3561-01A-22	AA-3664-01A-22	AA-3666-01A-31	AA-3672-01A-22	AA-3684-01A-31	AA-3695-01A-22	AA-3710-01A-22	AA-3715-01A-22	AA-3818-01A-22	AA-3848-01A-22	AA-3864-01A-22	AA-3986-01A-12	AA-3989-01A-22	AA-A004-01A-22	AA-A00A-01A-22	AA-A00A-01A-41	AA-A00E-01A-31	AA-A00F-01A-31	AA-A00J-01A-12	AA-A00K-01A-12	AA-A00K-01A-31	AA-A00N-01A-32	AA-A00N-01A-41	AA-A00O-01A-13	AA-A00R-01A-22	AA-A00R-01A-31	AA-A00U-01A-41	AA-A010-01A-31	AA-A017-01A-22	AA-A01C-01A-22	AA-A01D-01A-23	AA-A01F-01A-23	AA-A01I-01A-12	AA-A01K-01A-31	AA-A01P-01A-23	AA-A01R-01A-23	AA-A01S-01A-23	AA-A01T-01A-23	AA-A01V-01A-24	AA-A01X-01A-23	AA-A01Z-01A-13	AA-A022-01A-23	AA-A024-01A-32	AA-A029-01A-41	AA-A02E-01A-23	AA-A02H-01A-32	AA-A02J-01A-23	AA-A02O-01A-23	AA-A02R-01A-23	AA-A02Y-01A-31	AA-A03F-01A-41	AA-A03J-01A-23	AF-2691-01A-41	AF-2692-01A-41	AF-3400-01A-41	AF-3913-01A-12	AG-3574-01A-22	AG-3580-01A-22	AG-3584-01A-22	AG-3593-01A-22	AG-3594-01A-12	AG-4007-01A-22	AG-A002-01A-23	AG-A008-01A-23	AG-A00C-01A-23	AG-A00H-01A-22	AG-A00H-01A-31	AG-A00Y-01A-12	AG-A011-01A-32	AG-A014-01A-12	AG-A015-01A-51	AG-A016-01A-23	AG-A01J-01A-22	AG-A01L-01A-22	AG-A01N-01A-23	AG-A01W-01A-23	AG-A01Y-01A-43	AG-A020-01A-23	AG-A026-01A-71	AG-A02N-01A-31	AG-A02X-01A-32	AG-A032-01A-31	AG-A036-01A-22
S100A16	0.778	0.000	0.301	0.477	0.301	0.301	0.602	0.000	0.000	0.000	0.778	0.301	0.699	0.000	0.778	0.477	0.477		0.778	0.477	0.000	0.602	0.778	0.301	0.000	0.602	0.000	0.000	0.602	0.301	0.301		0.301	0.000	0.000	0.000	0.699	0.845	0.301	0.699	0.477	0.301	0.477	0.301	0.477	0.301		0.699	0.301	0.477	0.477	0.602	0.000	0.301	0.301	0.699	0.000	0.301		0.301	0.954	0.477	0.699	0.301		0.477	0.301	0.000	0.845	0.301	0.000	0.000	0.477	0.000	0.699	0.000	0.301	0.602	0.477	0.477	0.699	0.778	0.477		0.602	0.477	0.000	0.000	0.301	0.000		0.699	0.477	0.602	0.301	
S100A4	0.845	0.699	0.778	0.699	0.000	0.477	0.903	0.301	0.602	0.602	0.778	0.602	0.000	0.477	0.602	0.602	0.845	0.477	0.903	0.477	0.778	0.602	0.477	0.699	0.699	0.778	0.778	0.778	0.903	0.699	0.477	0.602	0.778	0.699	0.778	0.778	0.699	0.778	0.778	0.778	0.845	0.903	0.699		0.778	0.778	0.602	0.903	0.301	0.477	0.699	0.778	0.301	0.845	0.477	0.845	0.778	0.000		0.845	0.845	0.903	0.699	0.301	0.000	1.000	0.845	0.477	0.954	0.477	0.778	0.602	0.903	0.602	0.301	0.477		0.699	0.602	1.000	0.778	0.954	0.699	0.602	0.778	0.602	0.477	0.000	0.903	0.301	0.477	0.301	0.000	0.000	0.301	
S100A6	0.699		0.000	0.477	0.000	0.699	0.602	0.000	0.000	0.000	0.000	0.301	0.602	0.000	1.000	0.301	0.699		0.845	0.301	0.699	0.602	0.602	0.477	0.301	0.903	0.699	0.301	0.845	0.699	0.602	0.301	0.477	0.301	0.301	0.699	0.903	0.301	0.477	0.602	0.301	0.845	0.845	0.778	0.477	0.778	1.000	0.602	0.477	0.477	0.845	0.301	0.602	0.477	0.602	0.903	0.477	0.602	0.301	0.778	1.079	0.602	0.602	0.602	0.477	0.778	0.477	0.301	0.845	0.477	0.000		0.699	0.602	0.602	0.301	0.477	0.477	0.602	0.699	0.903	0.903	0.477	0.301	0.699	0.000	0.477	0.301	0.903	0.000	0.699	0.301		0.845	0.000	
S100A8	1.255	0.778	1.041	0.699	0.954	0.903	0.903	0.699	0.699	0.778	1.079	1.000	0.699	0.778	1.041	1.114	0.602	0.845	1.230	0.845	0.903	0.699	0.954	0.903	0.954	0.699	1.146	0.778	0.954	0.699	0.903	0.778	0.699	1.041	1.255	0.778	1.146	1.176	0.903	0.699	1.114	0.699	0.845	0.845	0.602	1.041	1.041	1.204	0.699	0.477	0.954	0.699	0.602	0.903	0.602	0.954	0.845	0.778	0.699	0.778	0.903	0.699	0.903	0.699	0.845	0.903	1.204	0.903	0.778	1.000	0.699	1.000	1.000	0.954	0.845	0.699	0.699	1.255	0.602	0.903	1.114	1.176	0.602	0.699	0.903	0.699	0.954	0.699	0.845	0.778	0.903	0.602	0.699	0.778	0.699	
S100A9	1.322	1.114	1.114	0.954	1.146	0.954	1.079	0.602	0.778	0.845	1.301	1.204	0.778	0.845	1.176	1.230	0.954	0.845	1.322	1.114	0.845	0.845	1.114	1.041	1.114	1.041	1.230	1.146	1.176	0.845	0.954	1.176	0.903	1.301	1.279	0.845	1.255	1.279	1.041	1.041	1.176	1.000	1.114	1.041	0.903	1.204	1.255	1.301	0.903	0.477	1.114	0.699	0.699	1.114	0.699	0.845	0.903	1.041	0.778	0.845	1.079	1.000	1.204	0.778	1.000	1.041	1.301	1.204	0.778	1.255	0.699	1.230	1.279	1.079	1.255	0.845	0.778	1.362	1.079	0.903	1.176	1.362	0.903	1.041	1.204	0.602	1.176	1.041	0.954	1.114	1.176	0.778	0.845	1.146	0.845	
S100P	0.301	0.000	0.000	0.000	0.477	0.301	0.301	0.301	0.301	0.301	0.301	0.301	0.301		0.602	0.301	0.000		0.477	0.301	0.301	0.000	0.301	0.301	0.301	0.301	0.301	0.477	0.477	0.301	0.477	0.477	0.000	0.301	0.000	0.301	0.301	0.301	0.477	0.000	0.477	0.301	0.301	0.301	0.301	0.301	0.602	0.477	0.301	0.477	0.477	0.301	0.301	0.477	0.477	0.477	0.301	0.000	0.000	0.301	0.699	0.301	0.477	0.301	0.000	0.301	0.301	0.000	0.477	0.301	0.000	0.477	0.477	0.000	0.477	0.301	0.301	0.301	0.477	0.301	0.477	0.477	0.602	0.301	0.301	0.301	0.301	0.477	0.000	0.301	0.301	0.477	0.301	0.477	0.301	
SAA2													0.000																0.000		0.301									0.301											0.000			0.000																																										
SAA2-SAA4		0.477	0.000	0.000				0.000	0.301	0.000	0.000	0.477				0.301		0.000	0.477	0.000	0.301		0.000	0.301	0.000		0.301		0.000				0.000	0.477	0.000	0.477	0.477		0.301							0.000	0.301	0.000		0.000	0.000			0.000	0.301											0.000	0.477	0.000		0.000			0.000		0.477	0.000		0.301							0.301	0.000			0.301	0.000		0.000				
SAAL1		0.000		0.000		0.000	0.301			0.000	0.477	0.000	0.000	0.000		0.000		0.000	0.301			0.000	0.301		0.000		0.000		0.301		0.000					0.000	0.000	0.301			0.301	0.301			0.000	0.000		0.301	0.301		0.000	0.000		0.000	0.301		0.000			0.000		0.301				0.301		0.301	0.000	0.000	0.000	0.000		0.000		0.000		0.000		0.000	0.000	0.301					0.000		0.000	0.000	0.301	0.000			0.000	
SACM1L	0.477	0.301	0.301	0.602	0.000	0.699	0.301	0.602	0.301	0.778	0.602	0.000	0.778	0.602	0.602	0.301	0.699	0.301	0.845		0.699	0.301	0.602	0.602	0.699	0.602		0.477	0.602	0.602	0.477		0.477	0.000	0.301	0.699	0.602	0.477	0.602	0.301	0.602	0.602	0.000	0.301	0.301	0.477	0.602	0.602	0.699	0.477	0.000	0.602	0.301	0.602	0.000	0.602	0.699	0.301		0.602	0.301	0.903	0.301	0.699	0.000	0.778	0.477	0.477	0.477		0.477	0.602	0.477	0.000	0.000	0.477	0.301	0.778	0.602	0.778	0.477	0.477	0.602	0.301	0.301	0.699	0.778	0.477	0.477	0.000	0.602	0.000		0.000	0.477	
SAE1	0.301	0.000	0.602	0.000	0.000	0.477	0.602	0.301	0.699	0.778	0.477	0.477	0.602	0.602	0.699	0.477	0.301	0.903	0.778		0.602	0.477	0.301	0.602	0.699	0.301	0.477	0.778	0.301	0.301	0.301	0.477	0.000		0.000	1.114	0.778	0.602	0.699	0.000	0.699	0.699		0.477	0.301	0.699	0.301	0.778	0.477		0.602	0.000		0.778	0.000	0.699	0.301	0.699	0.000	0.778	0.602	0.000	0.301	0.602		0.699	0.000	0.778	0.301	0.477	0.301	0.477	0.301	0.477	0.477	0.602	0.301	0.301	0.477	0.477	0.602	0.602	0.477	0.477	0.602	0.301	0.477	0.301	0.301	0.477	0.903	0.000	0.000	0.477		
SAFB		0.000	0.301	0.000		0.000		0.301	0.000	0.301		0.000		0.301		0.301	0.301	0.301	0.301		0.301	0.301	0.301	0.000	0.000	0.000	0.301	0.301	0.301	0.000	0.301	0.301	0.000	0.000	0.000	0.301	0.000	0.000	0.477		0.301	0.301	0.000	0.301	0.301	0.301	0.000	0.477	0.000	0.000	0.000	0.301	0.000			0.301	0.301	0.000	0.301	0.301		0.000	0.301	0.477	0.301	0.301		0.301		0.000	0.301	0.301	0.301	0.000		0.000	0.301	0.000	0.301	0.477	0.301	0.301	0.301	0.000		0.000	0.477	0.000		0.301	0.301	0.301	0.301	0.301	0.000	
SAFB2	0.301	0.000	0.000	0.000		0.301		0.602	0.000	0.301	0.000		0.000	0.699		0.000	0.000	0.301	0.301		0.301	0.301	0.301	0.000	0.301		0.477	0.000								0.000		0.477	0.477		0.602	0.301		0.301	0.477	0.477	0.000	0.301	0.602	0.477		0.477	0.000	0.000	0.000	0.000			0.000	0.301			0.602	0.000	0.301	0.301		0.000	0.000		0.000	0.477		0.000		0.602	0.477		0.301	0.778		0.000	0.000	0.000	0.000	0.301	0.699				0.477	0.301	0.000		0.000	
SAMD1		0.000										0.000	0.301										0.000				0.000			0.000						0.000			0.000		0.000							0.000		0.000	0.000													0.301						0.000											0.000	0.000									0.301			0.000		
SAMD9	0.000					0.301				0.000	0.000			0.301					0.301	0.301	0.000					0.000			0.477							0.000											0.602	0.602		0.602		0.477	0.301	0.477	0.000	0.000	0.301	0.000				0.000			0.000	0.000	0.000				0.000		0.477	0.000				0.000	0.477	0.301	0.000			0.000			0.000					0.000			0.000	
SAMHD1	1.204	1.204	1.146	1.322	1.000	1.255	1.230	1.079	1.176	1.380	1.230	1.279	1.079	1.301	1.322	1.322	1.146	1.114	1.477	1.114	1.230	1.279	1.146	1.362	1.146	1.255	1.301	1.398	1.342	1.204	1.255	1.079	1.176	1.146	1.079	1.380	1.491	1.342	1.176	1.362	1.255	1.230	1.114	1.146	1.255	1.255	1.255	1.462	1.041	1.114	1.279	1.204	0.778	1.431	0.778	1.230	1.041	1.146	1.041	1.301	1.362	1.279	1.114	1.279	1.000	1.114	1.176	0.845	1.398	1.204	1.146	1.204	1.279	1.380	0.903	1.114	1.000	1.322	1.114	1.176	1.204	1.204	1.000	1.146	1.362	1.230	1.041	1.230	1.301	1.230	1.114	1.041	0.778	1.176	1.230	
SAMM50	0.845	0.602	0.845	0.845	0.477	0.699	0.903	0.699	0.778	0.954	0.903	0.845	0.699	0.778	0.778	0.778	0.778	0.845	0.602	0.000	0.699	0.903	0.699	0.903	0.845	0.699	0.778	1.000	0.699	0.602	0.778	0.699	0.699	0.301	0.602	1.041	0.699	0.778	0.845	0.699	1.000	0.778	0.301	0.845	0.845	0.903	0.778	0.845	0.845	0.778	0.699	0.954	0.301	1.041	0.954	0.778	0.954	0.954	0.699	1.000	0.778	0.845	0.699	0.954	0.301	0.903	0.602	0.903	0.845	0.845	0.699	0.778	0.778	0.845	0.602	0.903	0.699	0.845	0.699	0.778	0.845	0.778	0.602	0.778	0.903	0.845	0.778	0.699	0.477	0.477	0.954	0.602	0.301	0.778	0.778	
SAP130								0.301			0.000	0.000	0.000	0.301	0.000							0.301	0.000				0.000		0.000		0.000						0.000								0.000			0.000	0.000	0.301				0.000						0.477	0.000	0.000			0.000	0.000		0.000				0.000	0.000							0.000			0.000				0.477							0.000		
SAP18	0.000		0.000			0.477	0.301	0.301	0.000		0.301	0.000	0.000		0.477	0.301	0.000		0.477	0.000		0.477	0.301		0.000	0.000	0.602		0.301	0.000	0.000	0.301			0.000	0.301	0.301	0.301	0.000	0.000	0.477	0.602				0.000	0.301	0.301			0.301	0.000		0.000	0.000	0.477		0.000	0.000		0.477	0.000	0.301	0.000	0.000	0.301	0.000	0.301	0.602	0.301	0.301		0.000	0.000			0.000	0.301	0.301	0.699	0.301	0.301	0.000	0.000	0.477		0.477	0.000	0.301		0.000	0.301		0.000	0.000	
SAP30BP					0.000		0.000	0.000		0.000	0.000			0.000	0.000			0.000	0.000			0.301				0.000	0.000		0.000		0.000					0.000		0.000	0.301		0.000	0.000		0.000	0.301				0.301		0.000	0.000		0.000		0.000	0.000		0.000		0.000		0.000	0.000				0.000		0.000	0.000	0.000	0.000	0.000	0.000		0.000	0.000	0.000	0.000		0.000		0.000	0.000	0.000	0.000	0.000			0.000	0.000		0.000	0.000	
SAR1A	0.000	0.301	0.000	0.000	0.000	0.000	0.477	0.000	0.477	0.477	0.477	0.477	0.000	0.301	0.602	0.301	0.301	0.000	0.301	0.000	0.477	0.477	0.301	0.477	0.602	0.477	0.301	0.602	0.301	0.602	0.000	0.301	0.000	0.301		0.477	0.602	0.602	0.301	0.477	0.301	0.477	0.000	0.301	0.301	0.602	0.477	0.602	0.301	0.000	0.477	0.000	0.301	0.477	0.477	0.301	0.000	0.000	0.301	0.477	0.699	0.477	0.000	0.000	0.000	0.477	0.000	0.000	0.778	0.301	0.000	0.000	0.477	0.000		0.477	0.000	0.477	0.301	0.301	0.301	0.301	0.301	0.301	0.000	0.477	0.301	0.477	0.477	0.301	0.301	0.000	0.301	0.000	0.000	
SAR1B	0.000			0.000		0.000	0.000					0.000		0.000	0.301	0.000			0.000		0.301			0.301	0.000	0.477	0.000	0.000	0.000	0.000	0.000	0.000					0.301	0.000	0.000	0.301	0.000	0.000			0.000	0.000	0.301			0.000	0.301									0.301	0.301	0.000		0.000		0.000			0.602		0.000		0.000	0.000					0.301		0.000			0.000		0.000	0.000		0.000	0.000				0.000		
SARNP	0.301		0.699	0.301	0.602	0.699	0.477	0.699	0.477	0.602	0.301	0.301	0.477	0.301	0.699	0.699	0.602	0.699	0.699	0.301	0.602	0.477	0.602	0.477	0.602	0.477	0.699	0.699	0.699	0.477	0.699	0.602		0.301	0.602	0.602	0.602	0.699	0.602	0.000	0.699	0.602	0.301	0.602	0.602	0.477	0.477	0.477	0.699	0.699	0.602	0.699	0.477	0.602	0.602	0.699	0.699	0.477	0.602	0.699	0.602	0.699	0.602	0.699	0.477	0.699	0.602	0.477	0.602	0.602	0.477	0.301	0.477	0.301	0.602	0.602	0.602	0.000	0.602	0.699	0.602	0.602	0.699	0.699	0.477	0.602	0.699	0.477	0.602	0.301	0.477	0.699	0.477	0.477	0.699	
SARS	0.000		0.000	0.301	0.301			0.000	0.602	0.477		0.301	0.301	0.602	0.699	0.000	0.301	0.301	0.000	0.000	0.699	0.000		0.778		0.845	0.000	0.699	0.602	0.778	0.602	0.000	0.301	0.602	0.000	0.845	0.845	0.845	0.903	0.477	0.845	0.699		0.301	0.778		0.477	0.699	0.778	0.602		0.477	0.000	0.778	0.903	0.699	0.477	0.000		0.699	0.602	0.954	0.477	0.000	0.602	0.000	0.699	0.301	0.845					0.000	0.000	0.778	0.301	0.477	0.699	0.602	0.699	0.602	0.301	0.301	0.602	0.845	0.000		0.602	0.000	0.000	0.301	0.000	0.000	0.000	
SARS2	0.301	0.000	0.477	0.477	0.301	0.477	0.845	0.301	0.301	0.301	0.301	0.000	0.602	0.602	0.301	0.477	0.301	0.000	0.602		0.000	0.301	0.477	0.301	0.778	0.602	0.301	0.000	0.301	0.477	0.000	0.000		0.000	0.301	1.204	0.000	0.301	0.477	0.477	0.903	0.477		0.301	0.477	0.301	0.000	0.699	0.602	0.301	0.477	0.602			0.845	0.778	0.602	0.000		0.699	0.000	0.845	0.301	0.845	0.301	0.477	0.000	0.000	0.000	0.602	0.000	0.477	0.000	0.301	0.301	0.477	0.000	0.477	0.699	0.845	0.602	0.699	0.477	0.602	0.301	0.000	0.845	0.000	0.000	0.000	0.602	0.477	0.477	0.301	0.301	
SART1	0.000	0.000	0.301	0.699	0.477	0.699	0.301	1.041	0.301	0.000	0.477	0.477	0.699	0.602	0.699	0.699	0.301	0.301	0.699	0.000	0.000	0.778	0.699	0.000	0.699	0.000	0.477		0.699	0.477	0.778	0.602		0.000	0.477	0.699	0.301	0.778	0.301	0.000	0.845	0.602	0.301	0.477	0.602	0.602	0.699	0.845	0.699	0.954	0.301	0.954	0.000	0.602	0.000	0.602	0.477	0.602	0.477	0.699	0.000	0.301	0.477	0.778	0.778	0.477		0.477	0.000	0.699	0.602	0.699	0.301	0.477	0.477	0.699	0.477	0.301	0.699	0.699	0.477	0.477	0.301	0.699	0.301	0.301	0.845	0.699		0.301	0.699	0.602	0.000	0.602	0.845	
SART3	0.602	0.000	0.477	1.000	0.602	0.602	0.903	0.903	0.699	0.699	0.602	0.903	1.000	0.602	1.114	1.041	0.301	0.954	1.000	0.000	1.041	0.903	0.699	0.477	1.146	0.778	0.301	0.602	0.903	0.845	0.954	0.301	0.000		0.477	0.954	1.000	0.845	1.000	0.602	1.041	1.000	0.301	1.000	0.602	0.954	0.699	0.903	0.602	0.778	0.778	1.114	0.477	1.079	0.301	1.079	0.903	0.903	0.602	1.041	0.903	1.079	0.301	1.146	0.778	1.114	0.000	0.699	0.602	0.778	0.778	0.778	1.000	0.845	0.778	0.699	0.845	0.301	0.845	0.845	0.903	0.699	0.845	0.778	0.699	0.778	0.845	0.903	0.602	0.845	1.000	0.845	0.699	0.903	0.845	
SATB2	0.602		0.000				0.699	0.699		0.000		0.000	0.301				0.000	0.301			0.000	0.301	0.000	0.301	0.602	0.000	0.000		0.301	0.301		0.000							0.699	0.301	0.000	0.477		0.000	0.301				0.903	0.301		0.602	0.000			0.000		0.000				0.301	0.000	0.477		0.477		0.699		0.000	0.602	0.000	0.301	0.699		0.000	0.602	0.000	0.301	0.301	0.000		0.602			0.477	0.699	0.301		0.301	0.477			0.602		
SBDS	0.778	0.477	0.301	0.301	0.301	0.301	0.699	0.000	0.301	0.699	0.477	0.602	0.954	0.477	0.699	0.301	0.477	0.699	0.903	0.000	0.602	0.602	0.301	0.602	0.602	0.699	0.000	0.477	0.602	0.778	0.602	0.301	0.699	0.000	0.301	0.602	0.699	0.477	0.699	0.477	0.954	0.602	0.602	0.699	0.301	0.477	0.477	0.477	0.602	0.301	0.477	0.903		0.477	0.301	0.778	0.477	0.301	0.477	0.301	0.602	0.699	0.301	0.845	0.845	0.845	0.602	0.699	0.845	0.301	0.602	0.301	0.301	0.602	0.000	0.301	0.477	0.477	0.477	0.477	0.477	0.954	0.699	0.699	0.477	0.602	0.477	0.301	0.903	0.301	0.778	0.602	0.000	0.301	0.602	
SBF1							0.000	0.000			0.000		0.000	0.000				0.000				0.000							0.000							0.000								0.000						0.000		0.000	0.000		0.301		0.477								0.000									0.477			0.000	0.000			0.000	0.301			0.000			0.000		0.000					0.000	
SBNO1		0.000			0.301	0.000	0.000	0.301		0.000	0.000	0.000	0.301			0.602	0.000	0.000	0.000		0.000	0.000	0.000	0.000					0.477		0.000					0.000			0.000		0.000	0.000	0.000	0.301		0.301		0.000	0.602	0.477	0.000	0.301				0.000		0.000	0.000			0.301		0.477	0.301	0.000			0.000	0.000	0.000		0.000		0.000		0.301		0.477	0.301	0.000		0.000				0.000				0.000	0.301		0.000		
SBSPON		0.477		0.301			0.000		0.000								0.000				0.000			0.301					0.000				0.845				0.000							0.000								0.000									0.000																								0.000				0.699						0.000	
SCAF11							0.000							0.000		0.301		0.000			0.000			0.000							0.000		0.000			0.000			0.000		0.477	0.000	0.000				0.000	0.000	0.000	0.000				0.000								0.000		0.301																0.000	0.000			0.000								0.000				
SCAF4	0.000	0.000	0.301	0.301	0.000	0.301	0.000	0.301	0.000	0.000	0.000	0.301	0.477	0.477	0.301	0.000	0.000	0.301	0.000	0.000	0.477	0.000	0.301	0.000	0.000	0.000	0.301	0.301	0.301	0.301	0.000	0.301	0.000	0.000		0.301	0.000	0.477	0.301	0.000	0.477	0.301	0.000	0.477	0.301	0.000	0.000	0.301	0.301	0.301	0.000	0.477	0.301	0.301	0.000	0.301	0.301	0.301	0.000	0.301	0.000	0.301	0.301	0.301	0.477	0.301		0.602	0.000	0.301	0.301	0.301	0.477	0.301	0.301	0.301	0.477	0.000	0.301	0.301	0.301	0.602	0.301	0.477	0.301	0.301	0.301	0.000		0.301	0.301	0.000	0.301	0.000	0.000	
SCAMP1	0.000		0.000			0.301	0.000	0.301		0.000	0.000	0.301	0.000	0.301	0.477	0.301	0.301	0.301	0.301		0.000		0.301		0.301	0.000	0.301	0.000	0.000		0.000	0.000	0.000	0.000			0.000	0.000	0.301	0.000	0.000	0.000			0.301	0.000	0.301	0.301	0.301	0.301			0.000	0.000	0.000	0.477	0.000			0.301			0.000			0.301		0.000	0.477		0.000			0.000	0.301	0.301			0.000	0.301	0.000		0.000		0.000	0.301	0.000		0.000	0.000	0.000	0.000		0.301	0.000	
SCAMP2	0.301	0.301	0.000	0.477	0.477	0.301	0.301		0.000	0.000	0.301	0.301	0.000	0.000	0.301	0.301	0.301	0.000		0.000		0.301	0.602		0.477	0.301		0.000	0.301	0.301		0.301	0.000	0.301	0.301	0.000	0.000	0.477	0.000	0.301	0.301	0.000	0.000	0.000	0.301	0.301	0.301	0.000	0.301	0.301	0.301			0.000		0.301	0.301	0.301	0.000	0.000	0.301	0.477	0.301	0.000	0.000	0.477		0.301	0.301	0.301	0.301	0.301	0.301		0.301	0.000	0.000	0.301	0.301	0.301	0.301	0.000	0.301		0.000	0.301	0.000	0.301		0.301	0.000	0.301	0.000	0.301		
SCAMP3	0.699	0.000	0.699	0.778	0.602	0.602	0.699	0.778	0.000	0.845	0.602	0.699	0.477	0.602	0.699	0.699	0.602	0.477	0.477	0.301	0.477	0.778	0.699	0.301	0.778	0.699	0.699	0.477	0.602	0.602	0.699	0.477	0.000	0.301	0.477	0.602	0.602	0.699	0.699	0.477	0.778	0.602	0.301	0.602	0.699	0.699	0.301	0.602	0.778	0.602	0.602	0.699	0.301	0.602	0.301	0.602	0.699	0.778	0.602	0.301	0.699	0.778	0.699	0.477	0.477	0.602	0.477	0.477	0.602	0.602	0.699	0.699	0.602	0.301	0.602	0.301	0.477	0.699	0.699	0.699	0.602	0.602	0.602	0.301	0.477	0.477	0.477	0.699	0.301	0.699	0.477	0.602	0.301	0.699	0.602	
SCARB1								0.000								0.477								0.000															0.000											0.000						0.000				0.301		0.000				0.000																														
SCARB2	0.602	0.602	0.602	0.602	0.477	0.301	0.699	0.477	0.602	0.602	0.602	0.000	0.699	0.301	0.602	0.602	0.602	0.477	0.699	0.301	0.602	0.602	0.477	0.602	0.699	0.602	0.477	0.699	0.699	0.477	0.778	0.477	0.477	0.301	0.000	0.845	0.602	0.602	0.477	0.602	0.778	0.699	0.602	0.602	0.602	0.602	0.699	0.602	0.477	0.477	0.699	0.602	0.301	0.699	0.602	0.477	0.699	0.602	0.477	0.699	0.602	0.602	0.602	0.602	0.602	0.778	0.699	0.602	0.699	0.602	0.477	0.602	0.602	0.602	0.477	0.602	0.699	0.602	0.602	0.602	0.602	0.778	0.477	0.477	0.602	0.477	0.477	0.602	0.602	0.602	0.699	0.602	0.000	0.602	0.699	
SCCPDH	0.602	0.477	0.699	0.699	0.301	0.845	0.699	0.778	0.699	0.845	0.699	0.778	0.778	0.845	1.000	0.778	0.602	0.699	0.477	0.000	0.699	0.845	0.602	0.477	0.301	0.699	0.602	0.602	0.477	0.301	0.602	0.301	0.699		0.000	0.903	0.000	0.301	0.845	0.699	0.602	0.602	0.602	0.699	0.699	0.778	0.699	0.699	0.699	0.778	0.699	0.778	0.602	0.699	0.778	0.699	0.845	0.699	0.477	0.602	0.602	0.845	0.301	0.477	0.954	0.699	0.000	0.602	0.699	0.602	0.602	0.602	0.477	0.699	0.602	0.699	0.477	0.699	0.699	0.699	0.602	0.699	0.699	0.699	0.778	0.699	0.845	0.477	0.699	0.602	0.699	0.477	0.477	0.477	0.602	
SCD						0.000		0.000		0.000				0.000				0.000	0.000					0.000	0.301			0.000								0.000			0.000		0.000			0.000				0.000	0.000	0.000		0.000			0.000	0.000	0.000					0.000	0.000	0.000	0.301											0.000	0.000		0.000		0.000	0.000		0.000			0.000				0.000	0.000			0.000	
SCFD1	0.845	0.699	0.778	0.903	0.000	0.845	0.845	0.477	0.778	0.903	0.778	0.903	0.699	0.778	0.778	0.602	0.778	0.778	0.954	0.699	0.903	0.903	0.778	0.903	1.000	0.845	0.778	0.602	0.845	0.845	0.699	0.602	0.778	0.699	0.477	0.699	0.845	0.845	0.903	0.845	0.845	0.954	0.778	0.778	0.778	0.699	0.778	0.954	0.699	0.778	0.845	0.699	0.602	0.699	0.954	0.903	0.602	0.699	0.699	1.000	0.903	0.954	0.903	0.699	0.602	0.954	0.845	0.778	0.903	0.778	0.602	0.699	0.845	0.778	0.778	0.845	0.699	0.845	0.903	0.903	0.954	0.954	0.845	0.699	0.699	0.954	0.778	0.778	0.954	0.699	0.778	0.845	0.602	0.778	0.699	
SCFD2	0.000		0.000	0.301									0.000		0.301				0.000						0.000	0.000			0.000		0.602					0.000				0.000	0.000			0.000				0.301			0.000	0.000				0.000	0.000			0.000		0.000	0.000	0.301	0.000	0.301			0.301		0.000			0.000			0.301		0.000			0.477	0.301	0.000								0.000		0.000	0.000	
SCIN						0.000	0.301		0.000		0.000	0.699	0.301			0.000			0.477							0.699	0.000		0.000	0.477	0.477					0.000				0.602	0.301			1.000			0.301			0.845				0.000	0.477	0.778						0.903	0.301				0.301		0.000		0.301		0.000		0.301	0.000			0.000	0.000	0.000				0.477	0.477	0.000	0.301		0.000		0.000	0.301		0.000	
SCLY	0.301	0.000	0.301			0.301		0.301	0.000	0.301	0.301		0.000	0.000	0.301			0.301		0.000			0.301		0.477	0.301	0.301	0.000								0.000	0.301	0.000		0.000	0.000	0.301		0.000	0.301	0.477		0.000	0.301	0.000	0.602	0.602		0.000				0.000		0.000	0.301	0.000	0.301		0.301	0.301	0.000			0.301				0.301		0.000		0.000		0.301	0.000		0.301	0.000		0.000	0.301				0.000		0.000	0.000	0.000	
SCO1				0.301	0.301		0.301	0.301		0.000	0.301	0.301	0.000	0.000	0.301	0.000	0.000		0.477			0.000		0.477	0.000		0.301	0.602	0.000		0.477	0.000				0.000	0.000	0.000	0.477	0.000	0.477			0.301				0.699		0.301	0.301	0.602	0.000	0.602		0.301	0.000				0.301	0.699	0.000	0.301	0.000	0.602								0.000	0.000	0.000	0.000		0.000		0.602	0.301		0.301	0.000	0.000	0.000	0.000	0.000	0.000		0.477			0.301	
SCO2				0.000	0.000	0.000	0.000					0.301	0.000			0.301			0.000						0.301		0.000		0.000		0.477					0.602								0.301	0.301			0.000	0.301	0.301	0.301	0.000		0.301	0.000	0.602	0.301					0.000	0.000		0.000				0.000		0.000		0.000	0.000	0.000		0.477		0.000	0.301	0.000		0.000	0.000	0.000		0.301	0.000			0.000					
